alt_files,brand,eans,file_urls,files,model,model_2,product,product_lang,product_parent,scrapfly,source,thumb,type,url,video
,Grundig,4013833170082,https://d.otto.de/files/26975034.pdf,,KM 6330,,Filterkaffeemaschinen,de,Filterkaffeemaschinen,,otto.de,https://i.otto.de/i/otto/0de570cf-86fd-5bfc-90ba-3a196504a005/grundig-filterkaffeemaschine-km-6330-1-8l-kaffeekanne-papierfilter.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/grundig-filterkaffeemaschine-km-6330-1-8l-kaffeekanne-papierfilter-C628965155/,
,Privileg,4029686336810,https://d.otto.de/files/31169442.pdf,,Max. 1080 Watt,,Filterkaffeemaschinen,de,Filterkaffeemaschinen,,otto.de,https://i.otto.de/i/otto/fae6eb62-bd45-5ad6-b6e6-7d252ee4ce13/privileg-filterkaffeemaschine-max-1080-watt-1-37l-kaffeekanne-papierfilter-1x4-schwarz.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/privileg-filterkaffeemaschine-max-1080-watt-1-37l-kaffeekanne-papierfilter-1x4-schwarz-609790188/,
,bestron,8712184056446,https://d.otto.de/files/ffdbbf70-43e5-528a-9b2a-f1a206b7cb39.pdf,,ACM112Z,,Filterkaffeemaschinen,de,Filterkaffeemaschinen,,otto.de,https://i.otto.de/i/otto/584a41d3-f234-51fd-a99c-8dadcdb7d362/bestron-filterkaffeemaschine-acm112z-permanentfilter-mit-isolierbecher-fuer-gemahlenen-filterkaffee.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/bestron-filterkaffeemaschine-acm112z-permanentfilter-mit-isolierbecher-fuer-gemahlenen-filterkaffee-C1251165938/,
,Hanseatic,4029686447349,https://d.otto.de/files/3bbe1588-57a9-52cc-b647-8aad176ac205.pdf,,88362126,,Filterkaffeemaschinen,de,Filterkaffeemaschinen,,otto.de,https://i.otto.de/i/otto/77171c9f-3607-5916-857a-075dc3995dae/hanseatic-filterkaffeemaschine-88362126-1l-kaffeekanne-papierfilter-1x4.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/hanseatic-filterkaffeemaschine-88362126-1l-kaffeekanne-papierfilter-1x4-1501876241/,
,BOSCH,4242002874401,https://d.otto.de/files/31167782.pdf,,ComfortLine TKA6A044,,Filterkaffeemaschinen,de,Filterkaffeemaschinen,,otto.de,https://i.otto.de/i/otto/5d8a2998-6c77-5810-b6bc-66544956a5bd/bosch-filterkaffeemaschine-comfortline-tka6a044-1-25l-kaffeekanne-papierfilter-1x4.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/bosch-filterkaffeemaschine-comfortline-tka6a044-1-25l-kaffeekanne-papierfilter-1x4-C609810931/,
,WMF,4211129127943,https://d.otto.de/files/26975046.pdf,,BUENO,,Filterkaffeemaschinen,de,Filterkaffeemaschinen,,otto.de,https://i.otto.de/i/otto/be2e5d15-9103-5d64-9f32-b36c37422298/wmf-filterkaffeemaschine-bueno-1-37l-kaffeekanne-papierfilter-1x4-mit-glaskanne.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/wmf-filterkaffeemaschine-bueno-1-37l-kaffeekanne-papierfilter-1x4-mit-glaskanne-C538001358/,
,Philips,8710103727125,https://d.otto.de/files/3458733.pdf,,HD7546/20 Thermo,,Filterkaffeemaschinen,de,Filterkaffeemaschinen,,otto.de,https://i.otto.de/i/otto/af5afd18-4291-54a3-8b9d-d76217bef9f3/philips-filterkaffeemaschine-hd7546-20-thermo-1-2l-kaffeekanne-1x4.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/philips-filterkaffeemaschine-hd7546-20-thermo-1-2l-kaffeekanne-1x4-C132995206/,
,Melitta,4006508223602,https://d.otto.de/files/e7637f7b-09ca-54cc-a2d5-59e69612a621.pdf,,mit Mahlwerk AromaFresh,,Filterkaffeemaschinen,de,Filterkaffeemaschinen,,otto.de,https://i.otto.de/i/otto/6174ac70-2a11-5fc4-8cb6-b0301b5837fd/melitta-kaffeemaschine-mit-mahlwerk-aromafresh-1-25l-kaffeekanne-papierfilter-1x4-glas-1021-03-anthrazit.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/melitta-kaffeemaschine-mit-mahlwerk-aromafresh-1-25l-kaffeekanne-papierfilter-1x4-glas-1021-03-anthrazit-C1663094112/,
,De'Longhi,8004399328990,https://d.otto.de/files/16781078.pdf,,Magnifica S ECAM 21.118.W,,Kaffeevollautomaten,de,Kaffeemaschinen mit Mahlwerk,,otto.de,https://i.otto.de/i/otto/9649d9af-498a-53b9-8011-ddc101dc00ca/de-longhi-kaffeevollautomat-magnifica-s-ecam-21-118-w-inkl-milchaufschaeumer-im-wert-von-uvp-89-99.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/de-longhi-kaffeevollautomat-magnifica-s-ecam-21-118-w-inkl-milchaufschaeumer-im-wert-von-uvp-89-99-537223245/,
,De'Longhi,8004399329003,https://d.otto.de/files/16781078.pdf,,Magnifica S ECAM 21.118.B,,Kaffeevollautomaten,de,Kaffeemaschinen mit Mahlwerk,,otto.de,https://i.otto.de/i/otto/1ee46e37-2ae3-5d0e-a38e-a4a284f59033/de-longhi-kaffeevollautomat-magnifica-s-ecam-21-118-b-inkl-milchaufschaeumer-im-wert-von-uvp-89-99.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/de-longhi-kaffeevollautomat-magnifica-s-ecam-21-118-b-inkl-milchaufschaeumer-im-wert-von-uvp-89-99-530092904/,
,Privileg,4067601687890,https://d.otto.de/files/35649547.pdf,,mit Mahlwerk CM4266-A,,Filterkaffeemaschinen,de,Kaffeemaschinen mit Mahlwerk,,otto.de,https://i.otto.de/i/otto/1894da4f-898c-512f-b7ca-859077eb310f/privileg-kaffeemaschine-mit-mahlwerk-cm4266-a-1-5l-kaffeekanne-papierfilter-1x4-fuer-ganze-bohnen-oder-gemahlenen-kaffee-geeignet.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/privileg-kaffeemaschine-mit-mahlwerk-cm4266-a-1-5l-kaffeekanne-papierfilter-1x4-fuer-ganze-bohnen-oder-gemahlenen-kaffee-geeignet-739944922/,
,Privileg,4029686439276,https://d.otto.de/files/f654b002-7010-56cf-9f4f-38543695cf99.pdf,,mit Mahlwerk für 6 Tassen,,Filterkaffeemaschinen,de,Kaffeemaschinen mit Mahlwerk,,otto.de,https://i.otto.de/i/otto/ebd808aa-1fda-5e95-ab52-4e72ec60b8ed/privileg-kaffeemaschine-mit-mahlwerk-fuer-6-tassen-papierfilter.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/privileg-kaffeemaschine-mit-mahlwerk-fuer-6-tassen-papierfilter-1676288135/,
,Melitta,4006508222254,https://d.otto.de/files/37308608.pdf,,mit Mahlwerk AromaFresh Therm 1021-12,,Filterkaffeemaschinen,de,Kaffeemaschinen mit Mahlwerk,,otto.de,https://i.otto.de/i/otto/7cdaba33-136f-5732-8759-267864a04255/melitta-kaffeemaschine-mit-mahlwerk-aromafresh-therm-1021-12-1-2l-kaffeekanne-papierfilter-1x4.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/melitta-kaffeemaschine-mit-mahlwerk-aromafresh-therm-1021-12-1-2l-kaffeekanne-papierfilter-1x4-1031903638/,
,Philips,8710103861911,https://d.otto.de/files/29643184.pdf,,mit Mahlwerk Grind & Brew HD7767/00,,Filterkaffeemaschinen,de,Kaffeemaschinen mit Mahlwerk,,otto.de,https://i.otto.de/i/otto/2c8fde9a-ac24-503c-a4c8-07b923842792/philips-kaffeemaschine-mit-mahlwerk-grind-brew-hd7767-00-aromaversiegeltes-bohnenfach-edelstahl-schwarz.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/philips-kaffeemaschine-mit-mahlwerk-grind-brew-hd7767-00-aromaversiegeltes-bohnenfach-edelstahl-schwarz-C752483891/,
,Melitta,4006508217311,https://d.otto.de/files/29555162.pdf,,mit Mahlwerk AromaFresh 1021-01,,Filterkaffeemaschinen,de,Kaffeemaschinen mit Mahlwerk,,otto.de,https://i.otto.de/i/otto/36ee9fa4-2699-583f-9cb3-fcf9b1f565fa/melitta-kaffeemaschine-mit-mahlwerk-aromafresh-1021-01-papierfilter-1x4.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/melitta-kaffeemaschine-mit-mahlwerk-aromafresh-1021-01-papierfilter-1x4-C750411609/,
,Philips,8710103873396,https://d.otto.de/files/29342160.pdf,,mit Mahlwerk Grind & Brew HD7769/00,,Filterkaffeemaschinen,de,Kaffeemaschinen mit Mahlwerk,,otto.de,https://i.otto.de/i/otto/4b6ddf58-5793-5448-8924-191fe7db1832/philips-kaffeemaschine-mit-mahlwerk-grind-brew-hd7769-00-doppeltes-bohnenfach-edelstahl-schwarz.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/philips-kaffeemaschine-mit-mahlwerk-grind-brew-hd7769-00-doppeltes-bohnenfach-edelstahl-schwarz-C752463147/,
,RUSSELL HOBBS,4008496820900,https://d.otto.de/files/26975064.pdf,,Kaffeemaschine mit Mahlwerk Victory 22000-56,,Filterkaffeemaschinen,de,Kaffeemaschinen mit Mahlwerk,,otto.de,https://i.otto.de/i/otto/3d119947-8a2f-5458-8b5f-5bed05bb644a/russell-hobbs-kaffeemaschine-mit-mahlwerk-victory-22000-56-1-5l-kaffeekanne-permanentfilter-digital.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/russell-hobbs-kaffeemaschine-mit-mahlwerk-victory-22000-56-1-5l-kaffeekanne-permanentfilter-digital-C512580956/,
,Grundig,4013833018018,https://d.otto.de/files/31769960.pdf,,CM 4760,,Kaffeemühlen,de,Kaffeemühlen,,otto.de,https://i.otto.de/i/otto/34de5924-9936-5e69-bb42-a4d6bf383d87/grundig-kaffeemuehle-cm-4760-180-w-schlagmahlwerk-70-g-bohnenbehaelter.jpg?$formatz$,Bedienungsanleitung,https://www.otto.de:443/p/grundig-kaffeemuehle-cm-4760-180-w-schlagmahlwerk-70-g-bohnenbehaelter-781117384/,
